t, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7, x, y
1486636475.198929, -9, 16, 22, -12, 71, 240, 211, 114, 2340, 251
1486636475.19929, -103, 14, 15, -16, 39, 238, 214, 110, 2340, 251
1486636475.1998444, -19, -12, 21, -2, 240, 245, 209, 132, 2340, 251
1486636475.2064364, 95, -24, 38, 18, 451, 251, 206, 153, 2340, 251
1486636475.20682, 96, -12, 29, -2, 268, 249, 216, 144, 2340, 251
1486636475.2073221, -26, 32, 19, -23, 7, 241, 215, 120, 2340, 251
1486636475.2289026, -97, 17, 9, -15, 36, 250, 227, 119, 2340, 251
1486636475.2292876, 6, -10, 18, -7, 308, 245, 209, 129, 2340, 251
1486636475.2300446, 104, -31, 34, 14, 397, 251, 198, 131, 2340, 251
1486636475.2364562, 86, -17, 22, 6, 223, 245, 220, 131, 2340, 251
1486636475.2368362, -38, 18, 9, -12, 10, 245, 224, 118, 2340, 251
1486636475.237497, -80, 9, 0, -20, 87, 241, 213, 110, 2340, 251
1486636475.2438204, -1, -7, 32, 4, 338, 246, 206, 131, 2340, 251
1486636475.2441905, 128, -27, 32, 7, 384, 244, 208, 133, 2340, 251
1486636475.2514815, 71, -1, 21, 0, 218, 249, 213, 126, 2340, 251
1486636475.2587638, -54, 16, 8, -18, -27, 234, 210, 100, 2340, 251
1486636475.2591562, -86, 15, 0, -16, 95, 233, 196, 106, 2340, 251
1486636475.259965, 27, -18, 35, 4, 341, 236, 190, 119, 2340, 251
1486636475.273896, 126, -32, 34, 18, 385, 241, 198, 130, 2340, 251
1486636475.2743871, 47, -10, 20, 3, 201, 238, 210, 121, 2340, 251
1486636475.274887, -58, 18, 6, -21, -26, 237, 215, 105, 2340, 251
1486636475.2757673, -80, 9, 0, -20, 87, 241, 213, 117, 2340, 251
1486636475.2888665, 42, -19, 25, 19, 365, 240, 198, 121, 2340, 251
1486636475.289249, 128, -23, 30, 12, 387, 236, 196, 125, 2340, 251
1486636475.2900171, 43, -1, 21, 0, 218, 249, 213, 126, 2340, 251
1486636475.2962615, -65, 18, 6, -20, -40, 228, 203, 98, 2340, 251
1486636475.296615, -69, -2, 8, -4, 117, 218, 184, 94, 2340, 251
1486636475.2976425, 54, -33, 35, 4, 341, 236, 190, 119, 2340, 251
1486636475.311449, 125, -26, 26, 20, 360, 229, 200, 123, 2340, 251
1486636475.3117225, 29, 3, 18, -9, 93, 224, 203, 107, 2340, 251
1486636475.3124726, -74, 25, 12, -23, -26, 237, 215, 105, 2340, 251
1486636475.3188365, -63, -9, 11, -9, 161, 215, 185, 99, 2340, 251
1486636475.319217, 64, -28, 25, 10, 400, 220, 188, 119, 2340, 251
1486636475.3200648, 114, -19, 30, 13, 329, 236, 196, 125, 2340, 251
1486636475.3340268, 32, 10, 21, -16, 82, 223, 207, 109, 2340, 251
1486636475.3344386, -101, 14, 11, -11, -4, 218, 198, 98, 2340, 251
1486636475.3350627, -46, -9, 16, -12, 192, 215, 184, 94, 2340, 251
1486636475.3488805, 84, -35, 30, 11, 412, 221, 189, 122, 2340, 251
1486636475.3492608, 112, -23, 39, 10, 296, 212, 190, 118, 2340, 251
1486636475.3499224, 12, 7, 11, -10, 27, 219, 200, 107, 2340, 251
1486636475.3563528, -93, 20, 7, -11, 4, 204, 194, 95, 2340, 251
1486636475.356748, -31, -8, 26, -2, 205, 206, 185, 105, 2340, 251
1486636475.357544, 99, -30, 27, 17, 397, 224, 195, 126, 2340, 251
1486636475.3713636, 107, -19, 30, 14, 268, 224, 209, 130, 2340, 251
1486636475.3717377, -18, 8, 5, -16, 30, 213, 206, 112, 2340, 251
1486636475.3726726, -101, 12, 5, -21, 25, 218, 198, 98, 2340, 251
1486636475.3863392, -12, -5, 17, -2, 252, 216, 197, 122, 2340, 251
1486636475.3867123, 93, -32, 30, 26, 441, 219, 185, 131, 2340, 251
1486636475.3876739, 82, -13, 14, 1, 229, 221, 190, 118, 2340, 251
1486636475.3938432, -33, 21, 16, -8, 13, 209, 192, 100, 2340, 251
1486636475.3942049, -100, 12, -2, -12, 37, 203, 187, 95, 2340, 251
1486636475.3951175, -6, -13, 17, -1, 310, 207, 180, 113, 2340, 251
1486636475.408683, 116, -26, 33, 20, 406, 209, 180, 125, 2340, 251
1486636475.4092326, 79, -3, 24, 3, 194, 216, 199, 119, 2340, 251
1486636475.409972, -50, 22, 12, -16, -5, 202, 189, 101, 2340, 251
1486636475.4238727, -88, 8, 7, -25, 80, 204, 183, 98, 2340, 251
1486636475.4241185, -2, -19, 14, 1, 325, 209, 175, 114, 2340, 251
1486636475.4252672, 127, -31, 33, 18, 374, 219, 185, 131, 2340, 251
1486636475.4314108, 63, -8, 14, 7, 184, 203, 182, 108, 2340, 251
1486636475.4318683, -69, 20, 8, -23, -14, 193, 174, 86, 2340, 251
1486636475.4338799, -90, 15, 10, -9, 119, 190, 187, 95, 2340, 251
1486636475.446414, 21, -15, 32, 15, 338, 192, 164, 112, 2340, 251
1486636475.4472778, 124, -29, 42, 18, 359, 204, 180, 122, 2340, 251
1486636475.4499516, 41, 6, 13, -2, 157, 193, 182, 119, 2340, 251
1486636475.4615662, -65, 30, 5, -20, -17703, -18688, 23296, -12544, 2340, 251
1486636475.4618485, 40, -24, 40, 23, 343, 189, 165, 104, 2340, 251
1486636475.4688714, 125, -27, 28, 19, 358, 194, 179, 112, 2340, 251
1486636475.469256, 37, 0, 26, -5, 94, 195, 192, 105, 2340, 251
1486636475.4699106, -75, 24, -1, -27, -36, 192, 183, 90, 2340, 251
1486636475.4838378, -61, -2, 19, -12, 163, 186, 170, 92, 2340, 251
1486636475.48419, 68, -20, 24, 10, 360, 195, 173, 120, 2340, 251
1486636475.4849243, 124, -12, 44, 12, 299, 185, 170, 112, 2340, 251
1486636475.4988308, 17, -2, 23, -14, 79, 186, 184, 102, 2340, 251
1486636475.4991887, -92, 19, 3, -21, -19, 186, 178, 93, 2340, 251
1486636475.49986, -42, 5, 15, -8, 158, 193, 180, -12445, 2340, 251
1486636475.5062706, 77, -36, 31, 15, 386, 193, 172, 115, 2340, 251
1486636475.510234, 118, -19, 37, 12, 270, 194, 182, 115, 2314, 827
1486636475.510544, 10, 9, 22, -13, 42, 188, 187, 106, 2314, 827
1486636475.5222595, -99, 29, 4, -26, 3, 187, 188, 101, 2314, 827
1486636475.5223265, -44, -4, 15, -11, 170, 184, 174, 112, 2314, 827
1486636475.522772, 96, -33, 31, 23, 410, 186, 173, 122, 2314, 827
1486636475.5239966, 124, -12, 44, 12, 299, 185, 170, 114, 2314, 827
1486636475.5366573, -6, 17, 17, -20, 37, 179, 185, 99, 2314, 827
1486636475.5370915, -105, 23, 11, -22, 15, 182, 179, 98, 2314, 827
1486636475.5401647, -25, -7, 25, -8, 158, 193, 180, 99, 2314, 827
1486636475.5439432, 102, -17, 32, 13, 418, 185, 172, 118, 2314, 827
1486636475.5461128, 104, -9, 23, -8, 260, 184, 178, 117, 2314, 827
1486636475.5517704, -24, 17, 8, -23, 42, 188, 187, 106, 2314, 827
1486636475.5587945, -97, 16, 11, -20, 53, 180, 176, 99, 2314, 827
1486636475.5590556, -2, -7, 14, 1, 281, 179, 166, 111, 2314, 827
1486636475.5607665, 94, -29, 38, 25, 418, 186, 173, 122, 2314, 827
1486636475.5739164, 79, 0, 31, 11, 239, 178, 184, 120, 2314, 827
1486636475.5748644, -42, 24, 10, -19, -36, 179, 188, 100, 2314, 827
1486636475.578638, -97, 17, 7, -15, 52, 173, 176, 101, 2314, 827
1486636475.581346, -9, -10, 23, 6, 331, 172, 158, 109, 2314, 827
1486636475.5823758, 113, -29, 38, 18, 399, 178, 166, 121, 2314, 827
1486636475.5841117, 62, 1, 30, 4, 217, 184, 178, 117, 2314, 827
1486636475.5964777, -70, 8, 11, -24, -24, 172, 169, 88, 2314, 827
1486636475.5973456, -90, 12, 1, -8, 85, 168, 159, 89, 2314, 827
1486636475.5982227, 7, -11, 35, 11, 317, 174, 166, 111, 2314, 827
1486636475.611377, 117, -36, 32, 22, 394, 181, 160, 116, 2314, 827
1486636475.6123443, 44, 3, 30, -7, 189, 172, 171, 105, 2314, 827
1486636475.6156313, -77, 23, 11, -28, -33, 171, 170, 100, 2314, 827
1486636475.621056, -69, 10, 18, -19, 108, 166, 163, 95, 2314, 827
1486636475.6265638, 34, -31, 26, 12, 370, 170, 153, 103, 2314, 827
1486636475.6291473, 134, -25, 35, 17, 368, 165, 154, 105, 2314, 827
1486636475.6348188, 43, 3, 18, -7, 114, 154, 154, 86, 2314, 827
1486636475.6370199, -65, 24, 0, -33, -48, 153, 149, 75, 2314, 827
1486636475.6370964, -59, 0, 11, -13, 121, 164, 154, 87, 2314, 827
1486636475.648888, 50, -26, 26, 7, 351, 170, 153, 108, 2314, 827
1486636475.649833, 121, -29, 29, 12, 344, 170, 159, 113, 2314, 827
1486636475.6538556, 39, 10, 14, -6, 71, 172, 171, 105, 2314, 827
1486636475.6563928, -71, 27, 3, -33, -35, 163, 157, 86, 2314, 827
1486636475.6573749, -56, -12, 18, -10, 142, 165, 158, 93, 2314, 827
1486636475.6594574, 72, -33, 35, 12, 397, 168, 153, 103, 2314, 827
1486636475.6715317, 119, -19, 28, 6, 296, 169, 165, 113, 2314, 827
1486636475.672363, 23, 13, 36, -15, 25, 159, 168, 96, 2314, 827
1486636475.6738708, -100, 25, 2, -20, -14, 162, 169, 75, 2314, 827
1486636475.6864183, -45, -10, 21, -3, 169, 161, 157, 96, 2314, 827
1486636475.6874835, 79, -35, 29, 21, 390, 169, 164, 116, 2314, 827
1486636475.6924267, 112, -22, 43, 13, 279, 169, 175, 117, 2314, 827
1486636475.6939697, 13, 9, 15, -8, 39, 157, 168, 93, 2314, 827
1486636475.694941, -96, 24, 12, -23, -13, 156, 172, 94, 2314, 827
1486636475.696117, -23, -2, 9, -13, 199, 165, 158, 93, 2314, 827
1486636475.709287, 100, -19, 35, 19, 425, 163, 164, 121, 2314, 827
1486636475.709929, 109, -7, 31, 9, 224, 162, 165, 114, 2314, 827
1486636475.7101517, -16, 15, 21, -12, 21, 155, 168, 96, 2314, 827
1486636475.7272913, -101, 21, 1, -24, -2, 153, 160, 83, 2314, 827
1486636475.7273617, -13, -7, 24, 3, 236, 157, 152, 96, 2314, 827
1486636475.7289271, 96, -30, 33, 19, 394, 157, 153, 116, 2314, 827
1486636475.7323859, 97, -3, 26, 10, 220, 157, 162, 96, 2314, 827
1486636475.734385, -26, 28, 16, -20, 5, 161, 168, 85, 2314, 827
1486636475.7346966, -94, 21, 11, -19, 28, 142, 150, 80, 2314, 827
1486636475.7472687, 2, -4, 24, 2, 260, 149, 143, 93, 2314, 827
1486636475.7477102, 105, -29, 39, 22, 402, 153, 140, 109, 2314, 827
1486636475.7515912, 78, -5, 29, 0, 230, 154, 160, 108, 2314, 827
1486636475.7522273, -53, 15, 21, -12, 21, 155, 168, 91, 2314, 827
1486636475.7621508, -76, 16, 18, -14, 79, 143, 112, 78, 2314, 827
1486636475.765054, -5, -12, 31, 9, 374, 152, 87, 100, 2314, 827
1486636475.7697327, 117, -29, 46, 22, 466, 157, 79, 111, 2314, 827
1486636475.7700214, 77, 3, 27, 1, 252, 151, 72, 97, 2314, 827
1486636475.7731843, -53, 26, 26, -23, 45, 142, 57, 81, 2314, 827
1486636475.7749438, -94, 21, 11, -19, 28, 142, 150, 80, 2314, 827
1486636475.784159, 125, -35, 32, 14, 474, 134, 19, 103, 2314, 827
1486636475.7892642, 54, 3, 24, 1, 259, 153, 140, 109, 2314, 827
1486636475.7989395, -67, 28, 11, -19, 69, 128, 28, 78, 2314, 827
1486636475.799918, -72, 4, 10, -13, 231, 120, 6, 74, 2314, 827
1486636475.8019292, 36, -28, 18, -14, 79, 143, 112, 78, 2314, 827
1486636475.8064094, 118, -25, 36, 17, 468, 126, 7, 90, 2314, 827
1486636475.807358, 45, 5, 27, 0, 248, 123, 18, 79, 2314, 827
1486636475.8108144, -82, 22, 6, -18, 83, 151, 72, 97, 2314, 827
1486636475.822355, -73, 1, 10, -1, 250, 112, -3, 68, 2314, 827
1486636475.8261068, 50, -21, 41, 10, 460, 114, -11, 80, 2314, 827
1486636475.82843, 123, -16, 39, 15, 440, 115, 19, 103, 2314, 827
1486636475.8373349, 33, 8, 24, 1, 186, 115, -6, 63, 2314, 827
1486636475.83968, -86, 28, 12, -26, 106, 116, -8, 51, 2314, 827
1486636475.8417506, -62, 3, 25, -1, 277, 114, 231, 74, 2314, 827
1486636475.8447716, 69, -25, 34, 16, 487, 115, -31, 67, 2314, 827
1486636475.8471174, 116, -24, 45, 22, 415, 110, -21, 65, 2314, 827
1486636475.852934, 17, 1, 23, -11, 163, 106, -14, 79, 2314, 827
1486636475.858848, -103, 19, 4, -19, 123, 106, -9, 50, 2314, 827
1486636475.8592205, -32, -3, 23, -7, 285, 104, -27, 54, 2314, 827
1486636475.859938, 88, -20, 34, 24, 511, 105, -28, 65, 2314, 827
1486636475.8738942, 107, -17, 33, 15, 402, 117, -4, 69, 2314, 827
1486636475.8742778, 2, 18, 23, -12, 154, 114, 2, 50, 2314, 827
1486636475.8814404, -91, 26, 9, -15, 90, 107, 0, 43, 2314, 827
1486636475.881856, -21, -5, 16, -8, 315, 110, -3, 55, 2314, 827
1486636475.8822968, 92, -31, 32, 24, 509, 122, -3, 71, 2314, 827
1486636475.8834505, 92, -11, 16, 5, 335, 122, 4, 69, 2314, 827
1486636475.8963985, -11, 17, 16, -14, 132, 115, 2, 48, 2314, 827
1486636475.8967838, -86, 26, 9, -13, 121, 109, 1, 43, 2314, 827
1486636475.897808, -11, -12, 28, 0, 335, 109, -3, 51, 2314, 827
1486636475.9113188, 97, -24, 35, 24, 505, 104, -16, 59, 2314, 827
1486636475.911674, 85, -5, 29, -3, 324, 102, -20, 54, 2314, 827
1486636475.9125323, -35, 29, 2, -16, 102, 114, 2, 50, 2314, 827
1486636475.9189608, -97, 12, 4, -16, 158, 98, -10, 29, 2314, 827
1486636475.919345, -6, -7, 24, 4, 412, 99, -24, 42, 2314, 827
1486636475.9202056, 116, -27, 35, 24, 486, 106, -3, 71, 2314, 827
1486636475.9338984, 84, -11, 26, 10, 318, 110, 1, 58, 2314, 827
1486636475.9342425, -54, 10, 14, -20, 113, 107, 4, 36, 2314, 827
1486636475.9352705, -89, 14, 10, -16, 176, 105, 1, 43, 2314, 827
1486636475.9488637, 8, -14, 25, 6, 399, 113, -4, 49, 2314, 827
1486636475.9492285, 123, -32, 39, 23, 471, 111, -4, 54, 2314, 827
1486636475.9501576, 62, 2, 24, 7, 303, 104, -20, 54, 2314, 827
1486636475.956415, -58, 25, -1, -23, 55, 99, 0, 31, 2314, 827
1486636475.956803, -78, 17, 12, -11, 191, 95, -7, 31, 2314, 827
1486636475.957768, 31, -9, 32, 14, 433, 97, -10, 51, 2314, 827
1486636475.9713824, 127, -23, 33, 20, 457, 98, -5, 59, 2314, 827
1486636475.9719374, 43, 1, 28, -2, 226, 94, 10, 47, 2314, 827
1486636475.9726543, -70, 17, 14, -30, 42, 93, 13, 37, 2314, 827
1486636475.9735043, -89, 14, 10, -16, 176, 105, 1, 43, 2314, 827
1486636475.9863942, 41, -26, 31, 14, 438, 92, -14, 53, 2314, 827
1486636475.986778, 119, -30, 33, 14, 426, 101, -5, 61, 2314, 827
1486636475.9877236, 62, 2, 24, 7, 303, 104, 2, 48, 2314, 827
1486636475.9940617, -73, 22, 17, -15, 34, 87, -3, 32, 2314, 827
1486636475.9945238, -60, 4, 21, -10, 234, 90, -9, 42, 2314, 827
1486636475.9951487, 63, -9, 32, 14, 433, 97, -10, 51, 2314, 827
1486636476.008776, 132, -19, 38, 5, 402, 102, -1, 55, 2314, 827
1486636476.009119, 36, 6, 30, -2, 142, 92, 0, 34, 2314, 827
1486636476.01015, -80, 23, 12, -22, 42, 93, 13, 37, 2314, 827
1486636476.0238764, -52, -6, 14, -4, 223, 80, -17, 31, 2314, 827
1486636476.0242074, 84, -25, 36, 15, 471, 82, -18, 45, 2314, 827
1486636476.0250235, 115, -11, 36, 15, 356, 101, -5, 61, 2314, 827
1486636476.0312865, 10, 13, 27, -13, 98, 79, -5, 25, 2314, 827
1486636476.0316849, -99, 27, 5, -21, 51, 80, 0, 26, 2314, 827
1486636476.0324538, -25, -3, 20, -4, 256, 90, -9, 42, 2314, 827
1486636476.0465343, 88, -25, 31, 16, 472, 83, -14, 46, 2314, 827
1486636476.0469751, 107, -14, 31, 13, 339, 83, -10, 41, 2314, 827
1486636476.0479167, -4, 14, 3, -16, 107, 75, 253, 34, 2314, 827
1486636476.061379, -89, 17, 13, -12, 76, 82, -9, 28, 2314, 827
1486636476.0615976, -11, -4, 17, -4, 308, 82, -23, 37, 2314, 827
1486636476.0628374, 99, -29, 38, 14, 491, 82, -22, 47, 2314, 827
1486636476.0689452, 88, -16, 27, 16, 303, 82, -10, 43, 2314, 827
1486636476.0691724, -24, 20, 20, -20, 75, 78, -8, 26, 2314, 827
1486636476.0706503, -100, 18, 11, -13, 95, 79, -18, 22, 2314, 827
1486636476.0838578, -15, -8, 26, 8, 361, 77, -31, 31, 2314, 827
1486636476.0842407, 109, -26, 26, 19, 469, 79, -27, 43, 2314, 827
1486636476.0852642, 88, -3, 37, 0, 293, 83, -10, 41, 2314, 827
1486636476.098785, -33, 30, 15, -16, 72, 76, -10, 26, 2314, 827
1486636476.0994065, -97, 12, 18, -16, 146, 72, -18, 27, 2314, 827
1486636476.1001375, -6, -10, 24, 3, 380, 75, -23, 37, 2314, 827
1486636476.106416, 125, -32, 44, 19, 435, 76, -21, 50, 2314, 827
1486636476.1067991, 72, 1, 27, 12, 292, 77, -11, 43, 2314, 827
1486636476.1077483, -57, 21, 15, -19, 7, 74, -12, 25, 2314, 827
1486636476.121395, -93, 15, 6, -12, 139, 72, -28, 15, 2314, 827
1486636476.1217825, 8, -14, 32, 15, 392, 68, -27, 42, 2314, 827
1486636476.1224403, 116, -29, 32, 19, 413, 83, -16, 41, 2314, 827
1486636476.136397, 60, -1, 20, 5, 217, 71, -19, 24, 2314, 827
1486636476.1367733, -70, 26, -1, -24, 37, 69, -14, 15, 2314, 827
1486636476.1376898, -75, 6, 11, -17, 157, 72, -18, 27, 2314, 827
1486636476.1439016, 30, -28, 31, 21, 394, 68, -26, 33, 2314, 827
1486636476.1442978, 126, -26, 38, 10, 419, 63, -30, 37, 2314, 827
1486636476.1452327, 41, 6, 20, -8, 196, 59, -11, 43, 2314, 827
1486636476.1588793, -70, 26, 14, -29, 7, 57, -19, 19, 2314, 827
1486636476.1592493, -59, 13, 12, -3, 184, 55, -34, 24, 2314, 827
1486636476.1602743, 58, -30, 30, 17, 429, 64, -34, 42, 2314, 827
1486636476.1739109, 127, -22, 34, 8, 397, 72, -21, 50, 2314, 827
1486636476.1742644, 30, 8, 28, -12, 141, 65, -13, 39, 2314, 827
1486636476.1752806, -74, 25, 16, -21, 13, 65, -14, 29, 2314, 827
1486636476.1813235, -58, -5, 22, 0, 233, 62, -30, 33, 2314, 827
1486636476.1837366, 72, -24, 32, 20, 449, 69, -28, 54, 2314, 827
1486636476.1840937, 119, -19, 42, 7, 367, 68, -24, 51, 2314, 827
1486636476.1968315, 26, 12, 32, -5, 102, 67, -7, 36, 2314, 827
1486636476.197469, -94, 25, 12, -15, 55, 55, -17, 25, 2314, 827
1486636476.1997554, -33, -3, 17, 3, 239, 61, -31, 24, 2314, 827
1486636476.2131133, 92, -28, 41, 20, 448, 69, -22, 46, 2314, 827
1486636476.2131813, 111, -17, 36, 17, 335, 63, -11, 48, 2314, 827
1486636476.2135112, 2, 3, 14, -13, 62, 58, -12, 23, 2314, 827
1486636476.2198932, -94, 25, 1, -13, 60, 49, -19, 15, 2314, 827
1486636476.2222579, -19, -5, 23, 0, 227, 51, -29, 32, 2314, 827
1486636476.2230084, 97, -35, 23, 23, 469, 68, -25, 48, 2314, 827
1486636476.2423267, 99, -9, 26, 10, 293, 59, -19, 34, 2314, 827
1486636476.2426865, -19, 10, 9, -18, 59, 54, -14, 19, 2314, 827
1486636476.2439458, -87, 16, 4, -21, 69, 54, -25, 7, 2314, 827
1486636476.2440076, -7, -9, 17, 3, 239, 61, -31, 26, 2314, 827
1486636476.2498684, 107, -24, 20, 20, 436, 63, -27, 43, 2314, 827
1486636476.2501366, 88, 1, 29, 4, 265, 56, -24, 36, 2314, 827
1486636476.250348, -20, 21, 14, -13, 62, 58, -12, 23, 2314, 827
1486636476.257451, -92, 14, 17, -15, 94, 56, -21, 22, 2314, 827
1486636476.258012, 1, -5, 19, 1, 333, 55, -29, 33, 2314, 827
1486636476.258083, 115, -27, 36, 23, 469, 68, -25, 48, 2314, 827
1486636476.2723806, 81, 7, 24, 8, 251, 56, -23, 34, 2314, 827
1486636476.2726576, -45, 22, 19, -11, 14, 54, -18, 21, 2314, 827
1486636476.2741106, -88, 8, 6, -19, 129, 54, -25, 7, 2314, 827
1486636476.2874901, 5, -17, 27, 10, 351, 63, -29, 40, 319, 246
1486636476.287558, 122, -26, 31, 19, 425, 56, -31, 44, 319, 246
1486636476.2893567, 60, -3, 19, -1, 239, 50, -14, 36, 319, 246
1486636476.294983, -67, 23, 11, -18, 22, 58, -12, 23, 319, 246
1486636476.295051, -78, 22, 12, -2, 141, 52, -18, 25, 319, 246
1486636476.2954884, 24, -24, 23, 18, 388, 50, -25, 33, 319, 246
1486636476.310953, 118, -34, 37, 22, 406, 64, -18, 54, 319, 246
1486636476.3166459, 41, 1, 26, -3, 168, 52, -12, 41, 319, 246
1486636476.3189397, -61, 29, 7, -16, -18, 49, -12, 30, 319, 246
1486636476.32403, -69, 4, -1, -9, 162, 47, -23, 34, 319, 246
1486636476.3248463, 51, -31, 20, 18, 397, 59, -13, 54, 319, 246
1486636476.325887, 128, -24, 41, 19, 388, 56, -31, 44, 319, 246
1486636476.3322048, 37, 0, 22, -6, 125, 47, -12, 37, 319, 246
1486636476.3322704, -71, 31, 10, -19, 7, 42, -18, 25, 319, 246
1486636476.3344145, -55, 13, 9, -12, 187, 49, -24, 31, 319, 246
1486636476.3465037, 74, -17, 30, 11, 400, 54, -29, 44, 319, 246
1486636476.3468382, 124, -19, 37, 11, 356, 60, -18, 48, 319, 246
1486636476.3489583, 30, 3, 14, -14, 86, 50, -22, 22, 319, 246
1486636476.3614933, -86, 26, -5, -28, 18, 38, -25, 15, 319, 246
1486636476.3624074, -45, -2, 13, -12, 182, 45, -31, 26, 319, 246
1486636476.3628497, 82, -29, 28, 21, 433, 53, -28, 43, 319, 246
1486636476.3687956, 110, -18, 36, 13, 344, 50, -19, 33, 319, 246
1486636476.3694992, 10, 7, 17, -4, 59, 42, -12, 20, 319, 246
1486636476.370242, -100, 25, 10, -18, 11, 41, -13, 16, 319, 246
1486636476.38394, -25, -10, 22, -1, 190, 43, -16, 32, 319, 246
1486636476.384339, 85, -39, 29, 23, 437, 57, -17, 45, 319, 246
1486636476.3851442, 103, -18, 25, 12, 296, 60, -18, 48, 319, 246
1486636476.3989043, -7, 11, 13, -16, 70, 49, -4, 24, 319, 246
1486636476.3992727, -99, 13, 8, -23, 38, 46, -17, 18, 319, 246
1486636476.400119, -17, -5, 18, -1, 250, 50, -31, 26, 319, 246
1486636476.4063363, 93, -22, 37, 23, 443, 51, -23, 40, 319, 246
1486636476.4066567, 91, -6, 23, 5, 262, 51, -13, 39, 319, 246
1486636476.4077392, -16, 15, 13, -19, 36, 40, -17, 20, 319, 246
1486636476.4215, -92, 16, -1, -18, 46, 46, -16, 17, 319, 246
1486636476.4218872, -10, -4, 18, -2, 323, 51, -25, 31, 319, 246
1486636476.4226983, 114, -32, 28, 12, 412, 49, -26, 43, 319, 246
1486636476.4363894, 93, -4, 34, -2, 216, 45, -17, 32, 319, 246
1486636476.4367774, -36, 22, 10, -16, 2, 41, -17, 18, 319, 246
1486636476.437493, -96, 9, 10, -15, 90, 38, -26, 13, 319, 246
1486636476.4515252, 5, -16, 17, 4, 328, 41, -32, 32, 319, 246
1486636476.4518826, 120, -32, 39, 13, 420, 49, -31, 38, 319, 246
1486636476.452651, 79, -1, 24, -1, 233, 51, -13, 39, 319, 246
1486636476.4590254, -55, 14, 14853, -22288, 2303, 1536, -4096, 27391, 319, 246
1486636476.4594188, 8, -18, 33, 10, 341, 36, -43, 23, 319, 246
1486636476.460383, -10, -4, 18, -2, 323, 51, -25, 31, 319, 246
1486636476.4739525, 52, -8, 21, -5, 205, 41, -22, 22, 319, 246
1486636476.4742649, -72, 22, 8, -28, -43, 30, -22, 7, 319, 246
1486636476.4754038, -36, 22, 10, -16, 2, 41, -17, 18, 319, 246
1486636476.481395, 39, -26, 28, 17, 362, 32, -33, 31, 319, 246
1486636476.4816182, 122, -30, 32, 18, 381, 43, -24, 41, 319, 246
1486636476.4827533, 37, -32, 39, 13, 420, 49, -31, 38, 319, 246
1486636476.4963677, -68, 23, 15, -28, -29, 36, -17, 15, 319, 246
1486636476.4967608, -72, -2, 18, -11, 150, 34, -38, 14, 319, 246
1486636476.4977427, 50, -26, 26, 9, 341, 36, -43, 23, 319, 246
1486636476.5113378, 123, -17, 31, -5, 329, 48, 5, 57, 319, 246
1486636476.5117297, 38, 1, 11, -7, 72, 28, 10, 41, 319, 246
1486636476.5122967, -76, 24, 9, -25, -56, 30, -22, 7, 319, 246
1486636476.5189273, -40, 5, 15, -3, 118, -32, -64, -23, 319, 246
1486636476.51989, 80, -24, 35, 13, 334, -40, -65, -12, 319, 246
1486636476.5228634, 121, -17, 32, 14, 185, 43, -24, 41, 319, 246
1486636476.5348752, 26, 6, 12, -14, -142, -104, -59, -81, 319, 246
1486636476.535987, -96, 25, 0, -18, -227, -152, -87, -124, 319, 246
1486636476.536055, -34, -5, 21, -9, -70, -198, -112, 14, 319, 246
1486636476.551398, 97, -23, 31, 17, 109, -210, -114, -140, 319, 246
1486636476.5514677, 115, -19, 39, 14, -57, -237, -117, -162, 319, 246
1486636476.5517497, 2, 11, 10, -15, -372, -276, -136, -199, 319, 246
1486636476.5568466, -104, 22, 9, -20, -426, -312, -145, -220, 319, 246
1486636476.557968, -24, -6, 18, 3, -220, -341, -176, -228, 319, 246
1486636476.560384, 89, -32, 50, 28, 506, -40, -65, -12, 319, 246
1486636476.5715096, 114, -3, 30, 15, -220, -390, -206, -256, 319, 246
1486636476.5726252, -11, 27, 18, -15, -530, -415, -209, -285, 319, 246
1486636476.5755959, -108, 21, 13, -9, -501, -152, -87, -124, 319, 246
1486636476.5868633, -19, -13, 19, 6, -226, -461, -256, -301, 319, 246
1486636476.5901077, 105, -24, 31, 17, -84, -466, -265, -294, 319, 246
1486636476.5901754, 102, -10, 37, 6, -332, -487, -270, -55, 319, 246
1486636476.59401, -41, 14, 13, -15, -594, -505, -279, -327, 319, 246
1486636476.5949707, -102, 10, 6, -20, -519, -508, -283, -321, 319, 246
1486636476.596089, -13, -9, 27, -2, -221, -498, -290, -294, 319, 246
1486636476.6088388, 117, -18, 47, 24, -91, -490, -287, -287, 319, 246
1486636476.6092298, 90, -4, 24, 7, -350, -491, -279, -294, 319, 246
1486636476.610228, -53, 16, 20, -9, -578, -493, -19, -285, 319, 246
1486636476.6240406, -82, 16, 9, -17, -450, -497, -286, -299, 319, 246
1486636476.6243997, 12, -9, 30, 17, -139, -490, -290, -284, 319, 246
1486636476.6252673, 136, -29, 46, 24, -97, -487, -285, -279, 319, 246
1486636476.6314466, 60, 1, 31, 1, -334, -486, -273, -286, 319, 246
1486636476.631854, -70, 19, 12, -26, -578, -485, -277, -304, 319, 246
1486636476.6327183, -80, 5, 5, -13, -397, -484, -291, -298, 319, 246
1486636476.6464345, 28, -16, 35, 16, -125, -487, -306, -285, 319, 246
1486636476.6468203, 118, -30, 48, 27, -87, -475, -297, -278, 319, 246
